volume,chapter,title,central_thesis,necessary_premises,dependencies,novel_contribution,strongest_objection_or_review_question,structural_function,provisional_disposition,source_count,status
01-physics-of-agency,28-why-there-is-something,Why There Is Something Rather than Nothing,"Given a structured modal space and a substantive realization principle, absolute nothingness cannot function as an ordinary competing state in contrastive explanation.",Prior linked arguments plus chapter steps: What the Question Assumes; Modal Realization; Is Nothing Admissible?; Non-Denoting Nulls,book/01-physics-of-agency/08-the-quantum-branching-universe.md; book/01-physics-of-agency/20-chaos-as-foundation.md; book/01-physics-of-agency/25-the-tiers-of-reality.md; book/01-physics-of-agency/09-measure-vantage-branchcone.md; book/02-conditionalism/04-when-statements-fail.md,Canonical book treatment of Why There Is Something Rather than Nothing: The terminus of explanation.,Does treating nothingness as a non-denoting null dissolve the ontological question or only restrict contrastive explanation?,Volume conclusion or envoi,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
02-conditionalism,01-what-is-philosophy-for,What Is Philosophy For?,"What Is Philosophy For? develops the central proposition framed by its subtitle, “Philosophy as the engineering of coherent agency under constraint.”","Prior linked arguments plus chapter steps: The Agent's Situation; The Boundary; Why Philosophy Cannot End; Setting the Rules, Playing the Game",book/02-conditionalism/17-rationality-without-foundations.md; book/02-conditionalism/06-maps-models-understanding.md; book/02-conditionalism/07-conditional-realism.md; book/02-conditionalism/02-all-truth-is-conditional.md,Canonical book treatment of What Is Philosophy For?: Philosophy as the engineering of coherent agency under constraint.,"Are the proposed conditions necessary, sufficient, operational, and stable across the chapter's hardest boundary cases?",Volume orientation and foundation,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
02-conditionalism,02-all-truth-is-conditional,All Truth Is Conditional,Truth values attach only after the conditions fixing a statement's meaning and domain have been supplied; this avoids both absolutism and relativism.,Prior linked arguments plus chapter steps: The False Choice; Why Relativism Fails; Why Absolutism Fails; What Conditionalism States,book/02-conditionalism/04-when-statements-fail.md; book/02-conditionalism/03-the-three-levels-of-truth.md; book/02-conditionalism/12-in-defense-of-bayes.md; book/02-conditionalism/11-measure-and-credence.md; book/02-conditionalism/14-probability-without-collapse.md,Canonical book treatment of All Truth Is Conditional: Beyond absolutism and relativism.,"Is the thesis stronger than contextualism or semantic holism, and can it apply to itself without becoming trivial?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
02-conditionalism,03-the-three-levels-of-truth,The Three Levels of Truth,"Pragmatic success fixes relevance and purpose, correspondence constrains a model by its target, and coherence tests relations within and among interpreted claims.",Prior linked arguments plus chapter steps: Why We Want Truth; What Makes Beliefs Useful; How We Check; The Hierarchy at Work,book/02-conditionalism/06-maps-models-understanding.md; book/02-conditionalism/18-sacred-coherence.md; book/02-conditionalism/02-all-truth-is-conditional.md,"Canonical book treatment of The Three Levels of Truth: Pragmatism, correspondence, and coherence as a single hierarchy.","Are pragmatic success, correspondence, and coherence jointly necessary, or are distinct truth concepts being combined?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
02-conditionalism,04-when-statements-fail,When Statements Fail,"When Statements Fail develops the central proposition framed by its subtitle, “Binding, nonsense, and crooked questions.”","Prior linked arguments plus chapter steps: Six Ways a Statement Can Fail; Binding as Resolution; Nonsense, Properly Defined; Fixing Meaning Before Truth",book/02-conditionalism/02-all-truth-is-conditional.md; book/02-conditionalism/11-measure-and-credence.md; book/02-conditionalism/05-truth-machines.md,"Canonical book treatment of When Statements Fail: Binding, nonsense, and crooked questions.","Does the claim generalize beyond selected systems and examples without conflating behavior, cognition, experience, and agency?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,4,review
02-conditionalism,05-truth-machines,Truth Machines,"Truth Machines develops the central proposition framed by its subtitle, “From Leibniz to Tarski, Gödel, and Turing.”",Prior linked arguments plus chapter steps: Leibniz's Two Kinds of Truth; Necessity Is Framework-Relative; Contingency Is Coherence-Dependent; Syntax Without Meaning,book/02-conditionalism/03-the-three-levels-of-truth.md; book/02-conditionalism/04-when-statements-fail.md,"Canonical book treatment of Truth Machines: From Leibniz to Tarski, Gödel, and Turing.","Does the claim generalize beyond selected systems and examples without conflating behavior, cognition, experience, and agency?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
02-conditionalism,06-maps-models-understanding,"Maps, Models, and Understanding","Maps, Models, and Understanding develops the central proposition framed by its subtitle, “All empirical knowledge is model-mediated.”",Prior linked arguments plus chapter steps: No View Without a Map; How Models Earn Their Keep; When the Map Is Mistaken for the Territory; Better Cartography,book/02-conditionalism/14-probability-without-collapse.md; book/02-conditionalism/19-the-discipline-of-updating.md; book/02-conditionalism/07-conditional-realism.md,"Canonical book treatment of Maps, Models, and Understanding: All empirical knowledge is model-mediated.","Does the argument establish “All empirical knowledge is model-mediated” under explicit assumptions, rather than relying on definition, analogy, or restatement?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
02-conditionalism,07-conditional-realism,Conditional Realism,"Conditional Realism develops the central proposition framed by its subtitle, “A minimal ontology and the case for reality.”",Prior linked arguments plus chapter steps: The Conditional Matrix; The Interface Metaphor; Emergence Is Not Illusion; Navigating the Branches,book/02-conditionalism/02-all-truth-is-conditional.md; book/02-conditionalism/06-maps-models-understanding.md; book/02-conditionalism/11-measure-and-credence.md,Canonical book treatment of Conditional Realism: A minimal ontology and the case for reality.,"Does the argument establish “A minimal ontology and the case for reality” under explicit assumptions, rather than relying on definition, analogy, or restatement?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
02-conditionalism,08-what-beliefs-are,What Beliefs Are,"What Beliefs Are develops the central proposition framed by its subtitle, “From credence thresholds to models of agents.”",Prior linked arguments plus chapter steps: Credence with Teeth; Where the Threshold Creaks; Beliefs Live in Models; The Interpretation Stack,book/02-conditionalism/11-measure-and-credence.md; book/02-conditionalism/02-all-truth-is-conditional.md; book/02-conditionalism/06-maps-models-understanding.md; book/02-conditionalism/10-against-faith.md; book/02-conditionalism/19-the-discipline-of-updating.md; book/02-conditionalism/09-what-knowledge-is.md,Canonical book treatment of What Beliefs Are: From credence thresholds to models of agents.,"Does the argument establish “From credence thresholds to models of agents” under explicit assumptions, rather than relying on definition, analogy, or restatement?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
02-conditionalism,09-what-knowledge-is,What Knowledge Is,Knowledge is physically encoded structure that reliably reduces an agent's decision-relevant uncertainty across future contingencies.,Prior linked arguments plus chapter steps: The Definition; Ten Stress Tests; Four Kinds of Knowledge; Knowledge Cashed Out,book/02-conditionalism/06-maps-models-understanding.md; book/02-conditionalism/02-all-truth-is-conditional.md; book/02-conditionalism/12-in-defense-of-bayes.md; book/02-conditionalism/13-varieties-of-uncertainty.md; book/02-conditionalism/08-what-beliefs-are.md,"Canonical book treatment of What Knowledge Is: Reliable, decision-relevant uncertainty reduction.","Does reliable entropy reduction distinguish knowledge from useful falsehood, lucky prediction, and non-agentic information?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
02-conditionalism,10-against-faith,Against Faith,"Against Faith develops the central proposition framed by its subtitle, “The calibration criterion and its case law.”",Prior linked arguments plus chapter steps: A Frozen Update Rule; Pragmatic Faith; Epistemic Faith; Moral Faith,book/02-conditionalism/08-what-beliefs-are.md; book/02-conditionalism/03-the-three-levels-of-truth.md; book/02-conditionalism/18-sacred-coherence.md; book/09-meaning/10-the-credo.md; book/09-meaning/02-the-secular-sacred.md,Canonical book treatment of Against Faith: The calibration criterion and its case law.,Does the critique answer the strongest version of its target and apply the manuscript's preferred standard symmetrically?,Adversarial test of the framework,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
02-conditionalism,11-measure-and-credence,Measure and Credence,"Conditional on the QBU model, Born Measure over specified record sectors and an agent's Credence are distinct quantities connected only through additional epistemic assumptions.","Prior linked arguments plus chapter steps: A Universe That Branches; Probability in the World; Probability in the Head; One Mathematics, Two Interpretations",book/01-physics-of-agency/08-the-quantum-branching-universe.md; book/02-conditionalism/08-what-beliefs-are.md; book/02-conditionalism/12-in-defense-of-bayes.md; book/02-conditionalism/02-all-truth-is-conditional.md; book/02-conditionalism/16-youre-not-a-random-branch.md; book/02-conditionalism/14-probability-without-collapse.md; book/02-conditionalism/23-deciding-under-uncertainty.md,Canonical book treatment of Measure and Credence: Objective and subjective probability in a branching universe.,"Does the argument establish “Objective and subjective probability in a branching universe” under explicit assumptions, rather than relying on definition, analogy, or restatement?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
